character,words,gender,age,title,year,dominant_gender,actor_nom,actress_nom,actor_win,actress_win,actor_noms,actress_noms,actor_wins,actress_wins,df_type
sondra,128,f,29.0,the fisher king,1991,m,True,True,False,True,1,1,0,1,Acting
big george,147,m,39.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
buddy threadgoo,232,m,21.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
ed couch,212,m,45.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
evelyn couch,1611,f,43.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
grady kilgore,767,m,32.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
idgie threadgoo,2590,f,25.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
janeen,227,f,42.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
mama threadgood,144,f,61.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
ninny threadgoo,2144,f,82.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
prosecutor perc,142,m,59.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
reverend scrogg,237,m,43.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
ruth jamison,1258,f,27.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
sipsey,596,f,67.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
sue otis,109,f,40.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
teacher,117,f,47.0,fried green tomatoes,1991,f,False,True,False,False,0,1,0,0,Acting
barzini,196,m,62.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
bonasera,377,m,59.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
capt. mccluskey,199,m,56.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
carlo,134,m,29.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
clemenza,856,m,39.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
connie,308,f,26.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
don vito corleo,2321,m,48.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
fredo,186,m,37.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
jack woltz,178,m,65.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
johnny fontane,126,m,45.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
kay adams,499,f,26.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
mama corleone,155,f,42.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
michael corleon,2812,m,32.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
moe greene,229,m,36.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
paulie gatto,109,m,35.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
sollozzo,752,m,44.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
sonny corleone,1494,m,32.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
tessio,334,m,51.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
tom hagen,1576,m,41.0,the godfather,1972,m,True,False,True,False,4,0,1,0,Acting
al neri,341,m,37.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
carmine rosato,299,m,40.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
connie corleone,644,f,28.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
deanna corleone,270,f,33.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
f.b.i. man #1,135,m,48.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
fanucci,116,m,45.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
frankie pentang,1457,m,51.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
fredo corleone,1457,m,39.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
genco,332,m,22.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
johnny ola,286,m,43.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
kay,972,f,28.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
michael,5163,m,34.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
rocco lampone,185,m,46.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
sandra corleone,254,f,30.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
senator #1,582,m,52.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
signor roberto,185,m,57.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
sonny corleone,138,m,34.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
tom hagen,2368,m,43.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
vito corleone,1026,m,31.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
young clemenza,616,m,25.0,the godfather part ii,1974,m,True,True,True,False,4,1,1,0,Acting
bert gordon,2158,m,34.0,the hustler,1961,f,True,True,False,False,3,1,0,0,Acting
big john,188,m,34.0,the hustler,1961,f,True,True,False,False,3,1,0,0,Acting
charlie burns,808,m,53.0,the hustler,1961,f,True,True,False,False,3,1,0,0,Acting
eddie felson,4259,m,36.0,the hustler,1961,f,True,True,False,False,3,1,0,0,Acting
findley,384,m,38.0,the hustler,1961,f,True,True,False,False,3,1,0,0,Acting
minnesota fats,296,m,45.0,the hustler,1961,f,True,True,False,False,3,1,0,0,Acting
sarah packard,1491,f,29.0,the hustler,1961,f,True,True,False,False,3,1,0,0,Acting
angie,148,f,24.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
arnold bickman,138,m,67.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
chief buchwald,257,m,39.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
corporal steve ,601,m,29.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
det. emily sand,2127,f,32.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
detective hodge,116,m,46.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
evie,138,f,55.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
hank deerfield,2618,m,61.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
joan deerfield,242,f,61.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
lt. burke,117,m,40.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
lt. kirklander,422,m,41.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
medical examine,115,m,48.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
mike deerfield,191,m,25.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
private robert ,126,m,27.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
spc. ennis long,123,m,27.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
spc. gordon bon,382,m,25.0,in the valley of elah,2007,f,True,False,False,False,1,0,0,0,Acting
bridget von ham,1190,f,33.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
col. hans landa,3863,m,53.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
fredrick zoller,1000,m,31.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
gen. ed fenech,534,m,46.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
german soldier,212,m,44.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
hitler,349,m,47.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
joseph goebbels,707,m,51.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
lt. aldo raine,2018,m,46.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
lt. archie hico,943,m,32.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
major hellstrom,555,m,33.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
marcel,315,m,32.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
narrator,464,m,61.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
perrier lapadit,472,m,33.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
pola negri,210,m,28.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
pvt. butz,161,m,37.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
sgt. donny dono,662,m,37.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
shosanna,1498,f,26.0,inglourious basterds,2009,f,True,False,True,False,1,0,1,0,Acting
ali,1021,f,21.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
daniel,2518,m,23.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
freddy,133,m,21.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
kreese,657,m,38.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
lucille,987,f,37.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
miyagi,1996,m,52.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
referee,688,m,45.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
ring announcer,256,m,50.0,the karate kid,1984,m,True,False,False,False,1,0,0,0,Acting
billy kramer,839,m,8.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
gressen,468,m,48.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
interviewer,142,m,35.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
jim o'connor,809,m,50.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
joanna kramer,1528,f,30.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
john shaunessy,1094,m,66.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
judge atkins,123,m,68.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
phyllis bernard,350,f,31.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
surgeon,136,m,46.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
ted kramer,5336,m,42.0,kramer vs kramer,1979,m,True,True,True,True,2,2,1,1,Acting
brad adamson,1552,m,33.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
icu counselor,138,m,59.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
jean,113,f,62.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
kathy adamson,503,f,36.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
larry hedges,686,m,41.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
lucy pierce,272,f,4.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
may mcgorvey,418,f,63.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
richard pierce,179,m,48.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
ronnie j. mcgor,259,m,45.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
sarah pierce,955,f,31.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
sheila,195,f,41.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
theresa,212,f,39.0,little children,2006,m,True,True,False,False,1,1,0,0,Acting
dwayne,259,m,22.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
frank ginsberg,1588,m,44.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
grandpa edwin h,645,m,72.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
mechanic,243,m,51.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
olive hoover,698,f,10.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
richard hoover,2638,m,43.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
sheryl hoover,1947,f,34.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
stan grossman,111,m,50.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
state trooper m,110,m,43.0,little miss sunshine,2006,f,True,True,True,False,1,1,1,0,Acting
blanca,818,f,22.0,maria full of grace,2004,f,False,True,False,False,0,1,0,0,Acting
customs inspect,347,f,32.0,maria full of grace,2004,f,False,True,False,False,0,1,0,0,Acting
javier,548,m,57.0,maria full of grace,2004,f,False,True,False,False,0,1,0,0,Acting
Maria Alvarez,2690,f,23.0,maria full of grace,2004,f,False,True,False,False,0,1,0,0,Acting
bonnie dummar,220,f,31.0,melvin and howard,1980,m,True,True,False,True,1,1,0,1,Acting
darcy dummar,159,f,13.0,melvin and howard,1980,m,True,True,False,True,1,1,0,1,Acting
easy street ann,102,m,42.0,melvin and howard,1980,m,True,True,False,True,1,1,0,1,Acting
freese - attorn,378,m,36.0,melvin and howard,1980,m,True,True,False,True,1,1,0,1,Acting
Judge Keith Hay,302,m,48.0,melvin and howard,1980,m,True,True,False,True,1,1,0,1,Acting
lynda dummar,1069,f,27.0,melvin and howard,1980,m,True,True,False,True,1,1,0,1,Acting
melvin dummar,2350,m,35.0,melvin and howard,1980,m,True,True,False,True,1,1,0,1,Acting
anna,256,f,27.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
arthur edens,1168,m,59.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
barry grissom,250,m,52.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
henry clayton,487,m,11.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
karen crowder,902,f,47.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
marty bach,616,m,73.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
michael clayton,2670,m,46.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
mr. greer,220,m,45.0,michael clayton,2007,m,True,True,False,True,2,1,0,1,Acting
alex,629,m,43.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
barry,121,m,56.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
candy,258,f,32.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
claire,456,f,40.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
gregory larkin,3852,m,47.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
hannah morgan,1374,f,72.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
henry fine,1156,m,62.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
rose morgan,5176,f,54.0,the mirror has two faces,1996,f,False,True,False,False,0,1,0,0,Acting
bill griffith,133,m,47.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
chick mcgann,1066,m,50.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
diz moore,971,m,47.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
hopper boy,351,m,11.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
jefferson smith,6397,m,31.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
jim taylor,2075,m,49.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
kenneth allen,271,m,62.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
ma smith,323,f,50.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
nosey,223,m,34.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
otis hopper,111,m,6.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
president of th,748,m,61.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
senator,381,m,53.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
senator joseph ,3688,m,50.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
susan paine,391,f,34.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
third radio spe,244,f,63.0,mr smith goes to washington,1939,m,True,False,False,False,3,0,0,0,Acting
aunt martha,348,f,81.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
cole,153,m,36.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
david grant,2729,m,43.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
ed pegram,760,m,72.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
kate grant,1529,f,84.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
peg nagy,318,f,79.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
ross grant,540,m,51.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
uncle ray,180,m,85.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
woody grant,1492,m,77.0,nebraska,2013,m,True,True,False,False,1,1,0,0,Acting
arthur jensen,356,m,39.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
barbara schlesi,215,f,33.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
bill herron,233,m,45.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
edward george r,492,m,63.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
frank hackett,2378,m,45.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
harry hunter,225,m,39.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
howard beale,3400,m,60.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
jack snowden,122,m,50.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
joe donnelly,125,m,50.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
laureen hobbs,244,f,36.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
max schumacher,2997,m,58.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
narrator,495,m,50.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
nelson chaney,377,m,63.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
sam haywood,247,m,52.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
walter c. amund,240,m,47.0,network,1976,m,True,True,True,True,3,2,1,2,Acting
'jack jones',555,m,64.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
alexander haig,632,m,47.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
charles colson,151,m,39.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
e. howard hunt,345,m,45.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
frank nixon,121,m,57.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
gordon liddy,183,m,45.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
h.r. haldeman,2122,m,48.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
hannah nixon,288,f,42.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
harold nixon,123,m,35.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
henry kissinger,1028,m,56.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
herb klein,190,m,47.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
john dean,686,m,36.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
john ehrlichman,917,m,52.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
john mitchell,511,m,81.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
julie nixon eis,109,f,24.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
leonid brezhnev,122,m,73.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
martha mitchell,231,f,53.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
murray chotiner,214,m,73.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
nelson rockefel,264,m,52.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
pat nixon,1165,f,39.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
reporter #1,392,m,34.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
richard m. nixo,14086,m,58.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
ron ziegler,187,m,41.0,nixon,1995,m,True,True,False,False,1,1,0,0,Acting
byron mayo,853,m,52.0,an officer and a gentleman,1982,m,True,True,True,False,1,1,1,0,Acting
casey seeger,254,f,26.0,an officer and a gentleman,1982,m,True,True,True,False,1,1,1,0,Acting
joe pokrifiki,179,m,48.0,an officer and a gentleman,1982,m,True,True,True,False,1,1,1,0,Acting
lynette pomeroy,955,f,25.0,an officer and a gentleman,1982,m,True,True,True,False,1,1,1,0,Acting
paula pokrifki,1462,f,27.0,an officer and a gentleman,1982,m,True,True,True,False,1,1,1,0,Acting
perryman,253,m,33.0,an officer and a gentleman,1982,m,True,True,True,False,1,1,1,0,Acting
